,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Credit-Card,Phone-No,Address
590,591,0,3,"Rintamaki, Mr. Matti",male,35.0,0,0,STON/O 2. 3101273,7.125,S,270-794-6737,-7785928893,5089 93-Philadelphia
591,592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52.0,1,0,36947,78.2667,C,123-601-8546,-6997702580,5213 kk-Miami
592,593,0,3,"Elsbury, Mr. William James",male,47.0,0,0,A/5 3902,7.25,S,432-698-2202,-6765394831,2371 klt-Phoenix
593,594,0,3,"Bourke, Miss. Mary",female,,0,2,364848,7.75,Q,500-668-6934,-2406130316,3930 kk-Miami
594,595,0,2,"Chapman, Mr. John Henry",male,37.0,1,0,SC/AH 29037,26.0,S,806-578-3719,-2091048622,7959 ab-Los Angeles
595,596,0,3,"Van Impe, Mr. Jean Baptiste",male,36.0,1,1,345773,24.15,S,656-251-4328,-3624468612,923 xt-Chicago
596,597,1,2,"Leitch, Miss. Jessie Wills",female,,0,0,248727,33.0,S,900-936-3570,-5620800565,9198 ab-Los Angeles
597,598,0,3,"Johnson, Mr. Alfred",male,49.0,0,0,LINE,0.0,S,314-947-5873,-2572228214,6041 93-Philadelphia
598,599,0,3,"Boulos, Mr. Hanna",male,,0,0,2664,7.225,C,550-368-8684,-9750461167,4537 ab-Los Angeles
599,600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49.0,1,0,PC 17485,56.9292,C,910-874-5880,-5592851455,6230 klt-Phoenix
600,601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24.0,2,1,243847,27.0,S,444-635-5620,-6161353038,7184 93-Philadelphia
601,602,0,3,"Slabenoff, Mr. Petco",male,,0,0,349214,7.8958,S,469-379-3557,-9660663377,6516 93-Philadelphia
602,603,0,1,"Harrington, Mr. Charles H",male,,0,0,113796,42.4,S,143-955-2111,-4244488858,1892 ab-Los Angeles
603,604,0,3,"Torber, Mr. Ernst William",male,44.0,0,0,364511,8.05,S,822-873-8439,-9594709384,641 93-Philadelphia
604,605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35.0,0,0,111426,26.55,C,341-160-3182,-5359557951,7548 xt-Chicago
605,606,0,3,"Lindell, Mr. Edvard Bengtsson",male,36.0,1,0,349910,15.55,S,715-256-8845,-1329838329,4197 02-New York
606,607,0,3,"Karaic, Mr. Milan",male,30.0,0,0,349246,7.8958,S,423-442-4653,-2275184214,7292 02-New York
607,608,1,1,"Daniel, Mr. Robert Williams",male,27.0,0,0,113804,30.5,S,544-417-5520,-2028573942,3563 93-Philadelphia
608,609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22.0,1,2,SC/Paris 2123,41.5792,C,695-627-3276,-7842847963,6163 900-Houston
609,610,1,1,"Shutes, Miss. Elizabeth W",female,40.0,0,0,PC 17582,153.4625,S,600-864-3794,-7518945564,591 900-Houston
610,611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39.0,1,5,347082,31.275,S,333-118-8767,-9398044442,9808 kk-Miami
611,612,0,3,"Jardin, Mr. Jose Neto",male,,0,0,SOTON/O.Q. 3101305,7.05,S,437-459-9556,-3064986767,8470 121-Dallas
612,613,1,3,"Murphy, Miss. Margaret Jane",female,,1,0,367230,15.5,Q,698-155-9201,-1689082961,8134 xt-Chicago
613,614,0,3,"Horgan, Mr. John",male,,0,0,370377,7.75,Q,905-278-8072,-3088118031,4025 02-New York
614,615,0,3,"Brocklebank, Mr. William Alfred",male,35.0,0,0,364512,8.05,S,525-377-4980,-7873346652,6013 93-Philadelphia
615,616,1,2,"Herman, Miss. Alice",female,24.0,1,2,220845,65.0,S,572-607-9349,-6018594182,8124 xt-Chicago
616,617,0,3,"Danbom, Mr. Ernst Gilbert",male,34.0,1,1,347080,14.4,S,427-637-9946,-5228863754,9105 900-Houston
617,618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26.0,1,0,A/5. 3336,16.1,S,880-223-2096,-5661549799,3970 kk-Miami
618,619,1,2,"Becker, Miss. Marion Louise",female,4.0,2,1,230136,39.0,S,976-591-4823,-1964678798,4712 121-Dallas
619,620,0,2,"Gavey, Mr. Lawrence",male,26.0,0,0,31028,10.5,S,585-627-5226,-3466331573,6721 93-Philadelphia
620,621,0,3,"Yasbeck, Mr. Antoni",male,27.0,1,0,2659,14.4542,C,883-981-6049,-1217252024,2364 xt-Chicago
621,622,1,1,"Kimball, Mr. Edwin Nelson Jr",male,42.0,1,0,11753,52.5542,S,984-999-6636,-4466628254,3834 02-New York
622,623,1,3,"Nakid, Mr. Sahid",male,20.0,1,1,2653,15.7417,C,965-730-3209,-2593491020,7449 ab-Los Angeles
623,624,0,3,"Hansen, Mr. Henry Damsgaard",male,21.0,0,0,350029,7.8542,S,202-928-1740,-7561978911,5574 kk-Miami
624,625,0,3,"Bowen, Mr. David John ""Dai""",male,21.0,0,0,54636,16.1,S,820-934-7686,-7679231611,4651 900-Houston
625,626,0,1,"Sutton, Mr. Frederick",male,61.0,0,0,36963,32.3208,S,514-707-3826,-6864337030,1834 02-New York
626,627,0,2,"Kirkland, Rev. Charles Leonard",male,57.0,0,0,219533,12.35,Q,482-930-3471,-1774957890,2512 klt-Phoenix
627,628,1,1,"Longley, Miss. Gretchen Fiske",female,21.0,0,0,13502,77.9583,S,392-120-7978,-7529808731,3616 93-Philadelphia
628,629,0,3,"Bostandyeff, Mr. Guentcho",male,26.0,0,0,349224,7.8958,S,171-752-6152,-2439619499,7789 121-Dallas
629,630,0,3,"O'Connell, Mr. Patrick D",male,,0,0,334912,7.7333,Q,719-342-9427,-1420380082,1555 900-Houston
630,631,1,1,"Barkworth, Mr. Algernon Henry Wilson",male,80.0,0,0,27042,30.0,S,936-343-2435,-7134279684,1962 93-Philadelphia
631,632,0,3,"Lundahl, Mr. Johan Svensson",male,51.0,0,0,347743,7.0542,S,786-216-6280,-4339189441,4466 klt-Phoenix
632,633,1,1,"Stahelin-Maeglin, Dr. Max",male,32.0,0,0,13214,30.5,C,958-137-9274,-3200355400,1206 02-New York
633,634,0,1,"Parr, Mr. William Henry Marsh",male,,0,0,112052,0.0,S,830-173-9207,-8552896859,4410 900-Houston
634,635,0,3,"Skoog, Miss. Mabel",female,9.0,3,2,347088,27.9,S,574-706-3350,-5125771063,9985 93-Philadelphia
635,636,1,2,"Davis, Miss. Mary",female,28.0,0,0,237668,13.0,S,461-897-1815,-9856986836,7419 klt-Phoenix
636,637,0,3,"Leinonen, Mr. Antti Gustaf",male,32.0,0,0,STON/O 2. 3101292,7.925,S,900-814-3042,-1999511684,7626 xt-Chicago
637,638,0,2,"Collyer, Mr. Harvey",male,31.0,1,1,C.A. 31921,26.25,S,151-866-7194,-9077612321,5064 900-Houston
638,639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41.0,0,5,3101295,39.6875,S,255-944-4966,-1104312863,6109 02-New York
639,640,0,3,"Thorneycroft, Mr. Percival",male,,1,0,376564,16.1,S,188-548-3205,-4072808271,9230 93-Philadelphia
640,641,0,3,"Jensen, Mr. Hans Peder",male,20.0,0,0,350050,7.8542,S,179-608-9178,-6087767207,7866 02-New York
641,642,1,1,"Sagesser, Mlle. Emma",female,24.0,0,0,PC 17477,69.3,C,980-756-1929,-5467639903,5977 klt-Phoenix
642,643,0,3,"Skoog, Miss. Margit Elizabeth",female,2.0,3,2,347088,27.9,S,134-508-2620,-2196476833,347 klt-Phoenix
643,644,1,3,"Foo, Mr. Choong",male,,0,0,1601,56.4958,S,956-803-3850,-4782613716,9983 klt-Phoenix
644,645,1,3,"Baclini, Miss. Eugenie",female,0.75,2,1,2666,19.2583,C,436-712-7575,-5441009977,3314 121-Dallas
645,646,1,1,"Harper, Mr. Henry Sleeper",male,48.0,1,0,PC 17572,76.7292,C,732-325-8035,-1161650838,1434 121-Dallas
646,647,0,3,"Cor, Mr. Liudevit",male,19.0,0,0,349231,7.8958,S,131-832-5096,-4371118831,9507 900-Houston
647,648,1,1,"Simonius-Blumer, Col. Oberst Alfons",male,56.0,0,0,13213,35.5,C,495-551-4141,-9608956444,3169 xt-Chicago
648,649,0,3,"Willey, Mr. Edward",male,,0,0,S.O./P.P. 751,7.55,S,218-140-4158,-4433848156,5069 xt-Chicago
649,650,1,3,"Stanley, Miss. Amy Zillah Elsie",female,23.0,0,0,CA. 2314,7.55,S,499-824-3620,-3154762013,2368 121-Dallas
650,651,0,3,"Mitkoff, Mr. Mito",male,,0,0,349221,7.8958,S,596-576-6721,-8310703790,3145 xt-Chicago
651,652,1,2,"Doling, Miss. Elsie",female,18.0,0,1,231919,23.0,S,938-187-6542,-8277724785,9067 ab-Los Angeles
652,653,0,3,"Kalvik, Mr. Johannes Halvorsen",male,21.0,0,0,8475,8.4333,S,424-406-7300,-5190189812,9102 klt-Phoenix
653,654,1,3,"O'Leary, Miss. Hanora ""Norah""",female,,0,0,330919,7.8292,Q,288-715-3704,-5117814084,9838 93-Philadelphia
654,655,0,3,"Hegarty, Miss. Hanora ""Nora""",female,18.0,0,0,365226,6.75,Q,988-518-1238,-6470912624,9610 ab-Los Angeles
655,656,0,2,"Hickman, Mr. Leonard Mark",male,24.0,2,0,S.O.C. 14879,73.5,S,791-801-5526,-4795293006,9455 93-Philadelphia
656,657,0,3,"Radeff, Mr. Alexander",male,,0,0,349223,7.8958,S,704-127-9860,-1511015994,2162 93-Philadelphia
657,658,0,3,"Bourke, Mrs. John (Catherine)",female,32.0,1,1,364849,15.5,Q,426-419-1153,-7457458486,6951 xt-Chicago
658,659,0,2,"Eitemiller, Mr. George Floyd",male,23.0,0,0,29751,13.0,S,798-546-3176,-9509207165,2739 kk-Miami
659,660,0,1,"Newell, Mr. Arthur Webster",male,58.0,0,2,35273,113.275,C,757-357-7775,-8324058748,7271 02-New York
660,661,1,1,"Frauenthal, Dr. Henry William",male,50.0,2,0,PC 17611,133.65,S,512-413-4753,-2723253144,9736 ab-Los Angeles
661,662,0,3,"Badt, Mr. Mohamed",male,40.0,0,0,2623,7.225,C,541-724-1075,-4444471140,5565 klt-Phoenix
662,663,0,1,"Colley, Mr. Edward Pomeroy",male,47.0,0,0,5727,25.5875,S,839-891-4593,-6202352263,3360 02-New York
663,664,0,3,"Coleff, Mr. Peju",male,36.0,0,0,349210,7.4958,S,305-966-7724,-3578995891,4562 02-New York
664,665,1,3,"Lindqvist, Mr. Eino William",male,20.0,1,0,STON/O 2. 3101285,7.925,S,569-629-4991,-4751865797,4382 ab-Los Angeles
665,666,0,2,"Hickman, Mr. Lewis",male,32.0,2,0,S.O.C. 14879,73.5,S,579-881-9971,-2461569814,5884 ab-Los Angeles
666,667,0,2,"Butler, Mr. Reginald Fenton",male,25.0,0,0,234686,13.0,S,348-282-3421,-5533033486,6866 93-Philadelphia
667,668,0,3,"Rommetvedt, Mr. Knud Paust",male,,0,0,312993,7.775,S,531-415-8917,-8295182585,3740 93-Philadelphia
668,669,0,3,"Cook, Mr. Jacob",male,43.0,0,0,A/5 3536,8.05,S,445-691-6874,-2892790648,2348 02-New York
669,670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,,1,0,19996,52.0,S,164-682-8768,-7219660420,7486 xt-Chicago
670,671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40.0,1,1,29750,39.0,S,777-226-7616,-7771654047,1590 xt-Chicago
671,672,0,1,"Davidson, Mr. Thornton",male,31.0,1,0,F.C. 12750,52.0,S,363-993-7124,-8001177931,7685 121-Dallas
672,673,0,2,"Mitchell, Mr. Henry Michael",male,70.0,0,0,C.A. 24580,10.5,S,915-302-2990,-3184499262,9052 900-Houston
673,674,1,2,"Wilhelms, Mr. Charles",male,31.0,0,0,244270,13.0,S,576-671-6810,-7304498245,5394 121-Dallas
674,675,0,2,"Watson, Mr. Ennis Hastings",male,,0,0,239856,0.0,S,798-403-5156,-2653860846,5798 ab-Los Angeles
675,676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",male,18.0,0,0,349912,7.775,S,482-128-3357,-9449709923,9063 93-Philadelphia
676,677,0,3,"Sawyer, Mr. Frederick Charles",male,24.5,0,0,342826,8.05,S,229-925-4033,-5948357753,2181 121-Dallas
677,678,1,3,"Turja, Miss. Anna Sofia",female,18.0,0,0,4138,9.8417,S,457-698-4336,-3184610402,3537 93-Philadelphia
678,679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43.0,1,6,CA 2144,46.9,S,735-872-7105,-5270208083,3774 klt-Phoenix
679,680,1,1,"Cardeza, Mr. Thomas Drake Martinez",male,36.0,0,1,PC 17755,512.3292,C,218-813-6282,-8148632661,2097 xt-Chicago
680,681,0,3,"Peters, Miss. Katie",female,,0,0,330935,8.1375,Q,919-788-1878,-8420645422,3195 02-New York
681,682,1,1,"Hassab, Mr. Hammad",male,27.0,0,0,PC 17572,76.7292,C,123-574-6169,-7152787377,4735 kk-Miami
682,683,0,3,"Olsvigen, Mr. Thor Anderson",male,20.0,0,0,6563,9.225,S,145-320-2320,-3067757919,6987 xt-Chicago
683,684,0,3,"Goodwin, Mr. Charles Edward",male,14.0,5,2,CA 2144,46.9,S,987-946-8433,-1077517854,8114 121-Dallas
684,685,0,2,"Brown, Mr. Thomas William Solomon",male,60.0,1,1,29750,39.0,S,243-855-6977,-4552974819,139 02-New York
685,686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",male,25.0,1,2,SC/Paris 2123,41.5792,C,622-113-7315,-8661347999,5664 900-Houston
686,687,0,3,"Panula, Mr. Jaako Arnold",male,14.0,4,1,3101295,39.6875,S,872-756-7687,-4732983279,3423 02-New York
687,688,0,3,"Dakic, Mr. Branko",male,19.0,0,0,349228,10.1708,S,926-119-9293,-3349166898,6738 klt-Phoenix
688,689,0,3,"Fischer, Mr. Eberhard Thelander",male,18.0,0,0,350036,7.7958,S,322-861-4925,-5231474802,2827 02-New York
689,690,1,1,"Madill, Miss. Georgette Alexandra",female,15.0,0,1,24160,211.3375,S,242-351-4171,-8528109056,1507 900-Houston
690,691,1,1,"Dick, Mr. Albert Adrian",male,31.0,1,0,17474,57.0,S,614-739-5486,-7194160075,1259 kk-Miami
691,692,1,3,"Karun, Miss. Manca",female,4.0,0,1,349256,13.4167,C,703-346-4769,-8747592089,8175 xt-Chicago
692,693,1,3,"Lam, Mr. Ali",male,,0,0,1601,56.4958,S,490-774-4899,-8361708057,3266 ab-Los Angeles
693,694,0,3,"Saad, Mr. Khalil",male,25.0,0,0,2672,7.225,C,942-240-9532,-8819705200,189 900-Houston
694,695,0,1,"Weir, Col. John",male,60.0,0,0,113800,26.55,S,593-517-6058,-2193709519,2898 ab-Los Angeles
695,696,0,2,"Chapman, Mr. Charles Henry",male,52.0,0,0,248731,13.5,S,842-696-2689,-5630517085,9188 kk-Miami
696,697,0,3,"Kelly, Mr. James",male,44.0,0,0,363592,8.05,S,954-434-5382,-5384075341,3383 93-Philadelphia
697,698,1,3,"Mullens, Miss. Katherine ""Katie""",female,,0,0,35852,7.7333,Q,490-260-3269,-9817409029,181 xt-Chicago
698,699,0,1,"Thayer, Mr. John Borland",male,49.0,1,1,17421,110.8833,C,207-954-9148,-4073906778,7442 ab-Los Angeles
699,700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42.0,0,0,348121,7.65,S,289-138-5789,-1071445550,3198 kk-Miami
700,701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18.0,1,0,PC 17757,227.525,C,322-276-5713,-1769388293,7254 93-Philadelphia
701,702,1,1,"Silverthorne, Mr. Spencer Victor",male,35.0,0,0,PC 17475,26.2875,S,318-160-3227,-2017394437,2242 klt-Phoenix
702,703,0,3,"Barbara, Miss. Saiide",female,18.0,0,1,2691,14.4542,C,359-147-9089,-3672192054,8028 klt-Phoenix
703,704,0,3,"Gallagher, Mr. Martin",male,25.0,0,0,36864,7.7417,Q,339-247-7429,-6661100169,2466 121-Dallas
704,705,0,3,"Hansen, Mr. Henrik Juul",male,26.0,1,0,350025,7.8542,S,113-659-5823,-7748559804,6026 93-Philadelphia
705,706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39.0,0,0,250655,26.0,S,230-324-2014,-9907734868,2012 ab-Los Angeles
706,707,1,2,"Kelly, Mrs. Florence ""Fannie""",female,45.0,0,0,223596,13.5,S,460-866-3733,-2353966457,4424 121-Dallas
707,708,1,1,"Calderhead, Mr. Edward Pennington",male,42.0,0,0,PC 17476,26.2875,S,695-946-4312,-7477818099,3259 121-Dallas
708,709,1,1,"Cleaver, Miss. Alice",female,22.0,0,0,113781,151.55,S,848-482-3371,-1026446202,7555 klt-Phoenix
709,710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",male,,1,1,2661,15.2458,C,655-296-5075,-6628157864,2262 900-Houston
710,711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24.0,0,0,PC 17482,49.5042,C,355-678-2664,-6557973879,8126 klt-Phoenix
711,712,0,1,"Klaber, Mr. Herman",male,,0,0,113028,26.55,S,257-756-2674,-2759042174,945 klt-Phoenix
712,713,1,1,"Taylor, Mr. Elmer Zebley",male,48.0,1,0,19996,52.0,S,665-248-2629,-9329051444,9605 xt-Chicago
713,714,0,3,"Larsson, Mr. August Viktor",male,29.0,0,0,7545,9.4833,S,604-629-3212,-4490829302,9760 klt-Phoenix
714,715,0,2,"Greenberg, Mr. Samuel",male,52.0,0,0,250647,13.0,S,832-595-9100,-4661073734,732 klt-Phoenix
715,716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19.0,0,0,348124,7.65,S,583-418-4951,-8577571685,7099 900-Houston
716,717,1,1,"Endres, Miss. Caroline Louise",female,38.0,0,0,PC 17757,227.525,C,955-818-7265,-4821973046,5693 klt-Phoenix
717,718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,27.0,0,0,34218,10.5,S,362-729-2185,-3682380943,3444 121-Dallas
718,719,0,3,"McEvoy, Mr. Michael",male,,0,0,36568,15.5,Q,867-662-4980,-7755444503,6828 121-Dallas
719,720,0,3,"Johnson, Mr. Malkolm Joackim",male,33.0,0,0,347062,7.775,S,523-203-3665,-9313295463,635 900-Houston
720,721,1,2,"Harper, Miss. Annie Jessie ""Nina""",female,6.0,0,1,248727,33.0,S,624-565-5718,-3714993070,3032 klt-Phoenix
721,722,0,3,"Jensen, Mr. Svend Lauritz",male,17.0,1,0,350048,7.0542,S,518-911-1622,-9920292621,6705 ab-Los Angeles
722,723,0,2,"Gillespie, Mr. William Henry",male,34.0,0,0,12233,13.0,S,484-459-2314,-9826389965,304 klt-Phoenix
723,724,0,2,"Hodges, Mr. Henry Price",male,50.0,0,0,250643,13.0,S,322-601-3204,-9158017085,7758 93-Philadelphia
724,725,1,1,"Chambers, Mr. Norman Campbell",male,27.0,1,0,113806,53.1,S,914-522-4167,-2878526056,9899 kk-Miami
725,726,0,3,"Oreskovic, Mr. Luka",male,20.0,0,0,315094,8.6625,S,143-181-3854,-8235117789,8254 klt-Phoenix
726,727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30.0,3,0,31027,21.0,S,841-730-3276,-7583097560,7965 121-Dallas
727,728,1,3,"Mannion, Miss. Margareth",female,,0,0,36866,7.7375,Q,992-658-6565,-3633291212,5149 xt-Chicago
728,729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25.0,1,0,236853,26.0,S,566-298-4486,-3556767686,8855 900-Houston
729,730,0,3,"Ilmakangas, Miss. Pieta Sofia",female,25.0,1,0,STON/O2. 3101271,7.925,S,176-546-8516,-2200986058,3607 900-Houston
730,731,1,1,"Allen, Miss. Elisabeth Walton",female,29.0,0,0,24160,211.3375,S,352-425-3714,-6499762311,5328 ab-Los Angeles
731,732,0,3,"Hassan, Mr. Houssein G N",male,11.0,0,0,2699,18.7875,C,970-346-2573,-1765549553,4966 02-New York
732,733,0,2,"Knight, Mr. Robert J",male,,0,0,239855,0.0,S,867-836-9979,-5432996875,4155 ab-Los Angeles
733,734,0,2,"Berriman, Mr. William John",male,23.0,0,0,28425,13.0,S,793-309-7406,-7622013921,8143 kk-Miami
734,735,0,2,"Troupiansky, Mr. Moses Aaron",male,23.0,0,0,233639,13.0,S,654-862-9034,-6441287196,4472 ab-Los Angeles
735,736,0,3,"Williams, Mr. Leslie",male,28.5,0,0,54636,16.1,S,239-794-2856,-8109445161,6603 klt-Phoenix
736,737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48.0,1,3,W./C. 6608,34.375,S,139-135-2485,-9778227021,6226 klt-Phoenix
737,738,1,1,"Lesurer, Mr. Gustave J",male,35.0,0,0,PC 17755,512.3292,C,573-967-7210,-3900912828,595 93-Philadelphia
738,739,0,3,"Ivanoff, Mr. Kanio",male,,0,0,349201,7.8958,S,716-537-6691,-5500435318,3655 121-Dallas
739,740,0,3,"Nankoff, Mr. Minko",male,,0,0,349218,7.8958,S,942-906-6373,-6105616598,6521 klt-Phoenix
740,741,1,1,"Hawksford, Mr. Walter James",male,,0,0,16988,30.0,S,537-329-9153,-3385773410,7666 xt-Chicago
741,742,0,1,"Cavendish, Mr. Tyrell William",male,36.0,1,0,19877,78.85,S,546-332-9581,-2748528199,895 ab-Los Angeles
742,743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21.0,2,2,PC 17608,262.375,C,327-820-6469,-9259732743,6464 klt-Phoenix
743,744,0,3,"McNamee, Mr. Neal",male,24.0,1,0,376566,16.1,S,969-191-9177,-2384850103,8798 900-Houston
744,745,1,3,"Stranden, Mr. Juho",male,31.0,0,0,STON/O 2. 3101288,7.925,S,350-690-6609,-4583718195,1405 kk-Miami
745,746,0,1,"Crosby, Capt. Edward Gifford",male,70.0,1,1,WE/P 5735,71.0,S,984-354-8694,-4813343755,6611 02-New York
746,747,0,3,"Abbott, Mr. Rossmore Edward",male,16.0,1,1,C.A. 2673,20.25,S,812-516-9371,-2214010777,9989 121-Dallas
747,748,1,2,"Sinkkonen, Miss. Anna",female,30.0,0,0,250648,13.0,S,917-541-1114,-5794701863,8017 93-Philadelphia
748,749,0,1,"Marvin, Mr. Daniel Warner",male,19.0,1,0,113773,53.1,S,725-133-8250,-1624497211,7281 121-Dallas
749,750,0,3,"Connaghton, Mr. Michael",male,31.0,0,0,335097,7.75,Q,779-276-5446,-2597203971,570 93-Philadelphia
750,751,1,2,"Wells, Miss. Joan",female,4.0,1,1,29103,23.0,S,698-556-2605,-9476271383,5004 klt-Phoenix
751,752,1,3,"Moor, Master. Meier",male,6.0,0,1,392096,12.475,S,751-902-7600,-4771835991,4408 900-Houston
752,753,0,3,"Vande Velde, Mr. Johannes Joseph",male,33.0,0,0,345780,9.5,S,499-364-1634,-9705187004,6117 121-Dallas
753,754,0,3,"Jonkoff, Mr. Lalio",male,23.0,0,0,349204,7.8958,S,359-666-4981,-3628959869,8062 02-New York
754,755,1,2,"Herman, Mrs. Samuel (Jane Laver)",female,48.0,1,2,220845,65.0,S,405-171-2651,-4714467282,5892 02-New York
755,756,1,2,"Hamalainen, Master. Viljo",male,0.67,1,1,250649,14.5,S,483-884-3967,-4917278745,9275 121-Dallas
756,757,0,3,"Carlsson, Mr. August Sigfrid",male,28.0,0,0,350042,7.7958,S,558-915-4178,-8535850155,2148 kk-Miami
757,758,0,2,"Bailey, Mr. Percy Andrew",male,18.0,0,0,29108,11.5,S,332-515-6821,-7385892688,1436 121-Dallas
758,759,0,3,"Theobald, Mr. Thomas Leonard",male,34.0,0,0,363294,8.05,S,613-745-6370,-1508851097,3142 ab-Los Angeles
759,760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33.0,0,0,110152,86.5,S,772-752-9292,-8303851854,1437 02-New York
760,761,0,3,"Garfirth, Mr. John",male,,0,0,358585,14.5,S,388-489-9657,-5745606676,5773 xt-Chicago
761,762,0,3,"Nirva, Mr. Iisakki Antino Aijo",male,41.0,0,0,SOTON/O2 3101272,7.125,S,884-747-8457,-2796985540,8295 02-New York
762,763,1,3,"Barah, Mr. Hanna Assi",male,20.0,0,0,2663,7.2292,C,595-933-9106,-9140389937,8721 klt-Phoenix
763,764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,36.0,1,2,113760,120.0,S,127-598-2300,-6255983053,138 ab-Los Angeles
764,765,0,3,"Eklund, Mr. Hans Linus",male,16.0,0,0,347074,7.775,S,494-925-5482,-2819456638,2292 kk-Miami
765,766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,51.0,1,0,13502,77.9583,S,949-102-9948,-9479362251,2511 ab-Los Angeles
766,767,0,1,"Brewe, Dr. Arthur Jackson",male,,0,0,112379,39.6,C,920-497-8029,-4406306043,1132 02-New York
767,768,0,3,"Mangan, Miss. Mary",female,30.5,0,0,364850,7.75,Q,685-663-8230,-9403710037,5850 xt-Chicago
768,769,0,3,"Moran, Mr. Daniel J",male,,1,0,371110,24.15,Q,814-497-2238,-4312757275,2565 klt-Phoenix
769,770,0,3,"Gronnestad, Mr. Daniel Danielsen",male,32.0,0,0,8471,8.3625,S,637-903-2888,-1730762231,6489 121-Dallas
770,771,0,3,"Lievens, Mr. Rene Aime",male,24.0,0,0,345781,9.5,S,759-430-3597,-1917526217,7751 klt-Phoenix
771,772,0,3,"Jensen, Mr. Niels Peder",male,48.0,0,0,350047,7.8542,S,312-661-8491,-1821199447,8108 xt-Chicago
772,773,0,2,"Mack, Mrs. (Mary)",female,57.0,0,0,S.O./P.P. 3,10.5,S,707-511-6265,-1891163378,7467 klt-Phoenix
773,774,0,3,"Elias, Mr. Dibo",male,,0,0,2674,7.225,C,298-120-7452,-6163299820,6410 kk-Miami
774,775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54.0,1,3,29105,23.0,S,494-517-5187,-4443505545,1461 kk-Miami
775,776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18.0,0,0,347078,7.75,S,499-629-7262,-1912435452,6623 xt-Chicago
776,777,0,3,"Tobin, Mr. Roger",male,,0,0,383121,7.75,Q,469-398-2784,-3462375814,2026 121-Dallas
777,778,1,3,"Emanuel, Miss. Virginia Ethel",female,5.0,0,0,364516,12.475,S,427-141-7618,-6657857814,8142 ab-Los Angeles
778,779,0,3,"Kilgannon, Mr. Thomas J",male,,0,0,36865,7.7375,Q,944-696-5079,-6384159350,1973 ab-Los Angeles
779,780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43.0,0,1,24160,211.3375,S,489-984-5764,-6136991539,896 kk-Miami
780,781,1,3,"Ayoub, Miss. Banoura",female,13.0,0,0,2687,7.2292,C,409-402-7467,-6123650491,8174 93-Philadelphia
781,782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17.0,1,0,17474,57.0,S,190-511-4057,-2670245393,325 93-Philadelphia
782,783,0,1,"Long, Mr. Milton Clyde",male,29.0,0,0,113501,30.0,S,821-955-8102,-1617361219,7210 121-Dallas
783,784,0,3,"Johnston, Mr. Andrew G",male,,1,2,W./C. 6607,23.45,S,556-529-3619,-8702728994,1463 kk-Miami
784,785,0,3,"Ali, Mr. William",male,25.0,0,0,SOTON/O.Q. 3101312,7.05,S,533-236-8439,-2215847691,6734 klt-Phoenix
785,786,0,3,"Harmer, Mr. Abraham (David Lishin)",male,25.0,0,0,374887,7.25,S,821-641-9679,-5168617430,7202 93-Philadelphia
786,787,1,3,"Sjoblom, Miss. Anna Sofia",female,18.0,0,0,3101265,7.4958,S,530-605-6856,-2255632008,7155 93-Philadelphia
